Date,ABBV,BIIB,CI,CVS,HCA,MCK,MRNA,REGN,TEVA,VRTX,^GSPC
2019-01-04,65.20980072021484,318.3299865722656,171.59974670410156,52.821815490722656,115.89603424072266,108.4213638305664,16.959999084472656,394.88226318359375,17.3700008392334,172.6999969482422,2531.93994140625
2019-01-07,66.16156005859375,322.3999938964844,169.6080780029297,54.23683547973633,116.88227081298828,109.39812469482422,16.270000457763672,393.9684753417969,17.670000076293945,175.85000610351562,2549.68994140625
2019-01-08,66.46904754638672,324.44000244140625,172.72740173339844,54.1735725402832,118.52597045898438,111.62667846679688,16.950000762939453,394.59423828125,17.68000030517578,178.19000244140625,2574.409912109375
2019-01-09,64.28732299804688,326.6300048828125,173.10934448242188,52.2052116394043,120.50782775878906,112.14826965332031,16.329999923706055,396.89862060546875,17.959999084472656,182.3000030517578,2584.9599609375
2019-01-10,64.5728530883789,331.19000244140625,174.4098663330078,51.81785583496094,121.86976623535156,115.73289489746094,16.479999542236328,405.3217468261719,18.170000076293945,186.02999877929688,2596.639892578125
2019-01-11,64.65338134765625,333.2099914550781,177.02902221679688,52.02339553833008,121.29679870605469,115.84671783447266,17.0,405.887939453125,18.450000762939453,188.16000366210938,2596.260009765625
2019-01-14,62.81547164916992,330.4200134277344,174.65542602539062,51.651859283447266,121.40950775146484,115.40098571777344,16.739999771118164,398.04095458984375,18.469999313354492,183.91000366210938,2582.610107421875
2019-01-15,63.36387634277344,337.5400085449219,178.747802734375,50.38704299926758,123.50408172607422,116.6906967163086,16.59000015258789,402.30218505859375,18.829999923706055,186.67999267578125,2610.300048828125
2019-01-16,63.40093231201172,332.0299987792969,178.91151428222656,50.52933120727539,124.27430725097656,117.2122802734375,16.260000228881836,401.825439453125,18.649999618530273,186.14999389648438,2616.10009765625
2019-01-17,64.62374877929688,338.3399963378906,176.8834991455078,50.09455490112305,125.91799926757812,117.96145629882812,16.309999465942383,414.57928466796875,18.760000228881836,190.52000427246094,2635.9599609375
2019-01-18,66.3282699584961,337.4200134277344,177.18357849121094,51.794132232666016,126.36882019042969,120.12361145019531,16.690000534057617,416.0294189453125,18.81999969482422,194.6999969482422,2670.7099609375
2019-01-22,65.70574951171875,338.9599914550781,175.59214782714844,51.31984329223633,124.89421844482422,119.36495971679688,15.5600004196167,402.0339660644531,18.75,193.8800048828125,2632.89990234375
2019-01-23,65.55011749267578,337.2200012207031,179.08428955078125,52.26054382324219,125.66442108154297,119.60205078125,14.789999961853027,398.5177001953125,19.459999084472656,189.88999938964844,2638.699951171875
